type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,title
white,6.0,0.2,0.24,1.8,0.03,30.0,105.0,0.9909,3.31,0.47,11.5,6,Tikal 2014 Certified Biodynamic Malbec-Syrah (Mendoza)
white,6.9,0.19,0.35,1.7,0.036,33.0,101.0,0.99315,3.21,0.54,10.8,7,Arboleda 2016 Pinot Noir (Aconcagua Costa)
white,8.2,0.38,0.49,13.6,0.042,58.0,166.0,0.99855,3.1,0.54,9.4,5,Brancott 2014 Flight Song Pinot Grigio (Marlborough)
white,6.9,0.18,0.36,1.3,0.036,40.0,117.0,0.9934,3.27,0.95,9.5,7,Souverain 2006 Merlot (Alexander Valley)
white,7.7,0.34,0.58,11.1,0.039,41.0,151.0,0.9978,3.06,0.49,8.6,5,Henschke 2013 Keyneton Euphonium Red (Barossa)
white,6.9,0.18,0.36,1.3,0.036,40.0,117.0,0.9934,3.27,0.95,9.5,7,Château Magnol 2011  Haut-Médoc
white,7.4,0.2,0.35,2.1,0.038,30.0,116.0,0.9949,3.49,0.77,10.3,7,Bougetz 2011 Pinot Noir (Sonoma Coast)
white,8.2,0.38,0.49,13.6,0.042,58.0,166.0,0.99855,3.1,0.54,9.4,5,Migration 2015 Running Creek Vineyard Chardonnay (Russian River Valley)
white,8.2,0.4,0.48,13.7,0.042,59.0,169.0,0.9986,3.1,0.52,9.4,5,Jean-Luc Colombo 2014 Terres Brûlées  (Cornas)
white,6.7,0.22,0.39,10.2,0.038,60.0,149.0,0.99725,3.17,0.54,10.0,7,Stag's Leap Wine Cellars 2008 Cask 23 Estate Cabernet Sauvignon (Napa Valley)
white,6.6,0.3,0.3,4.8,0.17,60.0,166.0,0.9946,3.18,0.47,9.4,5,Fullerton 2015 Lux Chardonnay (Willamette Valley)
white,8.1,0.27,0.35,1.7,0.03,38.0,103.0,0.99255,3.22,0.63,10.4,8,Avennia 2014 Gravura Red (Columbia Valley (WA))
white,7.3,0.25,0.42,14.2,0.041,57.0,182.0,0.9996,3.29,0.75,9.1,7,Airfield Estates 2012 Merlot (Yakima Valley)
white,4.8,0.34,0.0,6.5,0.028,33.0,163.0,0.9939,3.36,0.61,9.9,6,Château Rahoul 2010 Barrel sample  (Graves)
white,6.2,0.28,0.33,1.7,0.029,24.0,111.0,0.99,3.24,0.5,12.1,6,Domaine Laporte 2012 La Vigne de Beaussoppet  (Pouilly-Fumé)
white,4.8,0.33,0.0,6.5,0.028,34.0,163.0,0.9937,3.35,0.61,9.9,5,Terra d'Oro 2012 Red (Amador County)
white,6.1,0.27,0.33,2.2,0.021,26.0,117.0,0.9886,3.12,0.3,12.5,6,Domaine Pouillon 2008 Blanc du Moulin White (Horse Heaven Hills)
white,6.9,0.18,0.36,1.3,0.036,40.0,117.0,0.9934,3.27,0.95,9.5,7,Delicato 2011 Domino Pinot Grigio (California)
white,7.8,0.18,0.46,12.6,0.042,41.0,143.0,1.0,3.24,0.76,8.5,8,Iron Hub 2013 Esola Zinfandel (Amador County)
white,7.3,0.28,0.42,14.4,0.04,49.0,173.0,0.9994,3.28,0.82,9.0,7,Tedeschi 2011 Lucchine  (Valpolicella Classico)
white,7.3,0.24,0.29,1.2,0.037,37.0,97.0,0.9926,3.19,0.7,10.1,6,Villa Calcinaia 2005 Riserva  (Chianti Classico)
white,6.0,0.45,0.65,9.7,0.08,11.0,159.0,0.9956,3.04,0.48,9.4,5,Zaca Mesa 2012 Zaca Mesa Vineyard Viognier (Santa Ynez Valley)
white,7.7,0.34,0.58,11.1,0.039,41.0,151.0,0.9978,3.06,0.49,8.6,5,Quinta do Noval 2015 Maria Mansa Red (Douro)
white,6.3,0.26,0.21,4.0,0.03,24.0,125.0,0.9915,3.06,0.34,10.7,6,Castle 1998 Zinfandel (Sonoma Valley)
white,10.3,0.17,0.47,1.4,0.037,5.0,33.0,0.9939,2.89,0.28,9.6,3,Zepaltas 2006 Rosella's Vineyard Syrah (Santa Lucia Highlands)
white,7.7,0.15,0.29,1.3,0.029,10.0,64.0,0.9932,3.35,0.39,10.1,5,Apolloni 2015 Estate Chardonnay (Willamette Valley)
white,7.1,0.21,0.32,2.2,0.037,28.0,141.0,0.993,3.2,0.57,10.0,7,Ciabot Berton 2012 del Comune di La Morra  (Barolo)
white,6.9,0.36,0.34,4.2,0.018,57.0,119.0,0.9898,3.28,0.36,12.7,9,Estancia 2009 Reserve Meritage (Paso Robles)
white,6.0,0.28,0.34,1.6,0.119,33.0,104.0,0.9921,3.19,0.38,10.2,6,Tin Roof 2005 Cabernet Sauvignon (California)
white,6.2,0.16,0.54,1.4,0.126,37.0,110.0,0.9932,3.23,0.37,8.9,6,Cantine del Notaio 2006 Il Repertorio  (Aglianico del Vulture)
white,6.9,0.12,0.36,2.2,0.037,18.0,111.0,0.9919,3.41,0.82,11.9,8,Cirillo 2004 1850 Old Vine Grenache (Barossa Valley)
white,7.1,0.21,0.32,2.2,0.037,28.0,141.0,0.993,3.2,0.57,10.0,7,Bernhard Ott 2013 Spiegel Grüner Veltliner (Wagram-Donauland)
white,8.8,0.36,0.44,1.9,0.04,9.0,121.0,0.9953,3.19,0.48,9.9,6,Carr 2008 The Yard Pinot Noir (Sta. Rita Hills)
white,7.4,0.26,0.43,6.0,0.022,22.0,125.0,0.9928,3.13,0.55,11.5,6,Delibori 2012  Amarone della Valpolicella Classico
white,7.4,0.26,0.43,6.0,0.022,22.0,125.0,0.9928,3.13,0.55,11.5,6,Avelina 2011 Sands Point Merlot (Sonoma County)
white,6.8,0.23,0.29,12.2,0.035,38.0,236.0,0.9976,3.35,0.52,9.8,6,Razor's Edge 2008 Cabernet Sauvignon (McLaren Vale)
white,6.1,0.34,0.27,2.6,0.024,20.0,105.0,0.9906,3.4,0.67,12.2,7,Domodimonti 2010 Monte Fiore Sangiovese (Marche)
white,7.3,0.26,0.31,1.6,0.04,39.0,173.0,0.9918,3.19,0.51,11.4,6,Finca El Origen 2010 Reserva Viognier (Uco Valley)
white,6.5,0.3,0.32,2.0,0.044,34.0,90.0,0.99185,3.37,0.68,11.0,7,Salcheto 2013  Vino Nobile di Montepulciano
white,7.3,0.26,0.31,1.6,0.04,39.0,173.0,0.9918,3.19,0.51,11.4,6,Domaine des Remizières 2011 Cuvée Christophe  (Crozes-Hermitage)
white,6.5,0.3,0.32,2.0,0.044,34.0,90.0,0.99185,3.37,0.68,11.0,7,Paripaso 2012 Rosé (California)
white,5.0,0.31,0.0,6.4,0.046,43.0,166.0,0.994,3.3,0.63,9.9,6,Adirondack Winery 2015 Island Sunset Cabernet Franc Rosé (New York)
white,5.8,0.26,0.18,1.2,0.031,40.0,114.0,0.9908,3.42,0.4,11.0,7,Saggi 2013 Red (Columbia Valley (WA))
white,5.9,0.26,0.3,1.0,0.036,38.0,114.0,0.9928,3.58,0.48,9.4,5,Chelsea Goldschmidt 2007 Merlot (Dry Creek Valley)
white,7.0,0.31,0.29,1.4,0.037,33.0,128.0,0.9896,3.12,0.36,12.2,7,La Valle NV Primum Sparkling (Franciacorta)
white,5.8,0.26,0.18,1.2,0.031,40.0,114.0,0.9908,3.42,0.4,11.0,7,Adega Cooperativa de Borba 2012 Premium Red (Alentejo)
white,5.6,0.19,0.39,1.1,0.043,17.0,67.0,0.9918,3.23,0.53,10.3,6,Domaines Devillard 2010 Domaine des Perdrix  (Echézeaux)
white,6.8,0.18,0.28,8.7,0.047,52.0,242.0,0.9952,3.22,0.53,10.5,6,Tsillan Cellars 2006 Estate-Barrel Select Chardonnay (Columbia Valley (WA))
white,7.0,0.29,0.26,1.6,0.044,12.0,87.0,0.9923,3.08,0.46,10.5,6,Cameron Hughes 2010 Lot 320 Chardonnay (Arroyo Seco)
white,6.6,0.26,0.29,1.4,0.039,13.0,67.0,0.9915,3.05,0.49,10.9,6,Miner 2016 Sauvignon Blanc (Napa Valley)
white,6.8,0.18,0.28,8.5,0.047,52.0,242.0,0.9952,3.22,0.53,10.5,6,Cavalier Bartolomeo 2006 Solanotto Altenasso  (Barolo)
white,6.6,0.2,0.38,7.9,0.052,30.0,145.0,0.9947,3.32,0.56,11.0,7,Vadin-Plateau NV Grande Réserve Brut  (Champagne)
white,8.0,0.29,0.29,13.2,0.046,26.0,113.0,0.9983,3.25,0.37,9.7,6,Turkey Flat 2015 Rosé (Barossa Valley)
white,6.1,0.28,0.35,12.8,0.048,63.0,229.0,0.9975,3.08,0.4,8.9,5,Carica 2006 Kick Ranch Sauvignon Blanc (Sonoma County)
white,5.9,0.31,0.3,7.7,0.047,60.0,206.0,0.995,3.2,0.39,9.6,6,Albert Morot 2014 Bataillière Premier Cru  (Savigny-lès-Beaune)
white,6.9,0.21,0.28,2.4,0.056,49.0,159.0,0.9944,3.02,0.47,8.8,8,Cambria 2010 Barbara's Clone 667 Pinot Noir (Santa Maria Valley)
white,8.4,0.19,0.42,1.6,0.047,9.0,101.0,0.994,3.06,0.65,11.1,4,Collin-Bourisset 2013 Domaine Champ-Meunier  (Saint-Véran)
white,8.3,0.27,0.45,1.3,0.048,8.0,72.0,0.9944,3.08,0.61,10.3,4,Borgo di Colloredo 2001 Gironia  (Biferno Rosso)
white,7.1,0.25,0.39,2.1,0.036,30.0,124.0,0.9908,3.28,0.43,12.2,8,Riverbend 2007 Estate Bottled Syrah (Humboldt County)
white,8.0,0.23,0.37,9.6,0.054,23.0,159.0,0.99795,3.32,0.47,9.8,4,Cave Spring 2009 Indian Summer Riesling (Niagara Peninsula)
white,7.5,0.24,,13.0,0.049,46.0,217.0,0.9985,3.08,0.53,8.8,5,Cousiño-Macul 2000 Dona Isidora Riesling (Maipo Valley)
white,6.3,0.33,0.2,5.8,0.04,24.0,144.0,0.99425,3.15,0.63,9.9,5,Obalo 2011 Crianza  (Rioja)
white,6.2,0.33,0.19,5.6,0.042,22.0,143.0,0.99425,3.15,0.63,9.9,5,Demetria 2009 Cuvée Sandra Pinot Noir (Sta. Rita Hills)
white,6.3,0.34,0.19,5.8,0.041,22.0,145.0,0.9943,3.15,0.63,9.9,5,Hyatt 2005 Cabernet Sauvignon (Rattlesnake Hills)
white,5.8,0.29,0.05,0.8,0.038,11.0,30.0,0.9924,3.36,0.35,9.2,5,MCV 2014 Grenache (Paso Robles)
white,8.0,0.32,0.26,1.2,0.05,11.5,88.0,0.9946,3.24,0.37,9.5,4,Domaine Michel Goubard 2014 Mont-Avril  (Côte Chalonnaise)
white,5.6,0.29,0.05,0.8,0.038,11.0,30.0,0.9924,3.36,0.35,9.2,5,Pine Ridge 2010 FORTIS Cabernet Sauvignon (Napa Valley)
white,7.4,0.13,0.39,4.7,0.042,36.0,137.0,0.995,3.36,0.56,10.3,7,Thorny Rose 2011 Red Blend Merlot-Cabernet Sauvignon (Columbia Valley (WA))
white,7.7,0.3,0.32,1.6,0.037,23.0,124.0,0.9919,2.93,0.33,11.0,6,Domaine des Terrisses 2015 Doux Mauzac (Gaillac)
white,7.0,0.24,0.34,1.4,0.031,27.0,107.0,0.99,3.06,0.39,11.9,6,G & L Lurton 2013 Amaino Red (Sonoma County)
white,8.6,0.18,0.4,1.1,0.04,20.0,107.0,0.9923,2.94,0.32,10.2,7,Quinta do Vallado 2012 Touriga Nacional (Douro)
white,7.0,0.11,0.32,4.6,0.057,59.0,144.0,0.9956,3.55,0.44,9.4,7,Chanson Père et Fils 2013  Mâcon La Roche Vineuse
white,7.7,0.32,0.62,10.6,0.036,56.0,153.0,0.9978,3.13,0.44,8.9,6,Silverado 2012 Estate Grown Cabernet Sauvignon (Napa Valley)
white,7.7,0.32,0.62,10.6,0.036,56.0,153.0,0.9978,3.13,0.44,8.9,6,The Lane 2012 19th Meeting Single Vineyard Basket Pressed Cabernet Sauvignon (Adelaide Hills)
white,6.5,0.26,0.27,12.9,0.044,69.0,215.0,0.9967,3.17,0.43,10.0,6,Tom Gore 2013 Cabernet Sauvignon (California)
white,7.9,0.28,0.41,2.0,0.044,50.0,152.0,0.9934,3.45,0.49,10.7,8,Mark Ryan 2007 Crazy Mary Ciel du Cheval Mourvèdre (Columbia Valley (WA))
white,6.3,0.27,0.23,2.9,0.047,13.0,100.0,0.9936,3.28,0.43,9.8,5,Santa Alicia 2001 Estate Bottled Reserve Carmenère (Maipo Valley)
white,5.4,0.595,0.1,2.8,0.042,26.0,80.0,0.9932,3.36,0.38,9.3,5,Summers 2014 Rosé of Charbono (Calistoga)
white,6.7,0.25,0.33,2.9,0.057,52.0,173.0,0.9934,3.02,0.48,9.5,7,Cantina Tollo 2008 Valle d'Oro  (Cerasuolo d'Abruzzo)
white,6.5,0.25,0.35,12.0,0.055,47.0,179.0,0.998,3.58,0.47,10.0,5,Truchard 2009 Chardonnay (Carneros)
white,6.1,0.36,0.58,15.0,0.044,42.0,115.0,0.9978,3.15,0.51,9.0,5,Pheasant Valley Winery 2009 Primitivo (Columbia Valley (OR))
white,7.7,0.17,0.52,5.9,0.017,21.0,84.0,0.9929,3.14,0.4,11.9,7,Bodegas Navarro López 2008 Rojo Granrojo Garnacha (Tierra de Castilla)
white,6.4,0.26,0.43,12.6,0.033,64.0,230.0,0.9974,3.08,0.38,8.9,5,C.G. di Arie 2005 Syrah (Sierra Foothills)
white,6.5,0.26,0.28,12.5,0.046,80.0,225.0,0.99685,3.18,0.41,10.0,6,Château Franc-Cardinal 2007  Bordeaux Côtes de Francs 
white,5.9,0.29,0.33,7.4,0.037,58.0,205.0,0.99495,3.26,0.41,9.6,5,Francesco Rinaldi 2012 Cannubi  (Barolo)
white,6.2,0.28,0.43,13.0,0.039,64.0,233.0,0.99745,3.08,0.38,8.9,5,Brander 2013 au Naturel Sauvignon Blanc (Santa Ynez Valley)
white,6.1,0.27,0.44,6.7,0.041,61.0,230.0,0.99505,3.12,0.4,8.9,5,Cor Cellars 2011 E Cor Si Move Tempranillo 24K Vineyard Tempranillo (Wahluke Slope)
white,6.4,0.43,0.32,1.4,0.048,10.0,67.0,0.992,3.08,0.41,11.4,5,Domaine Begude 2008 L'Etoile de Begude Chardonnay (Limoux)
white,6.1,0.36,0.58,15.0,0.044,42.0,115.0,0.9978,3.15,0.51,9.0,5,Colmello di Grotta 2015 Pinot Grigio (Collio)
white,6.2,0.35,0.29,7.3,0.044,56.0,244.0,0.9956,3.36,0.55,10.0,6,Santa Alicia 2008 Reserva Shiraz (Maipo Valley)
white,7.7,0.24,0.29,15.3,0.044,39.0,194.0,0.9982,3.06,0.47,9.6,7,Abadia Retuerta 2009 Pago Negralada Tempranillo (Vino de la Tierra de Castilla y León)
white,6.2,0.34,0.28,7.5,0.034,40.0,197.0,0.99485,3.14,0.6,9.7,5,Fanti 2007  Brunello di Montalcino
white,6.3,0.27,0.46,11.75,0.037,61.0,212.0,0.9971,3.25,0.53,9.5,6,Keuka Spring 2006 Miller's Cove Red Red (Finger Lakes)
white,5.4,0.415,0.19,1.6,0.039,27.0,88.0,0.99265,3.54,0.41,10.0,7,Majolini NV Brut Sparkling (Franciacorta)
white,6.9,0.48,0.36,3.5,0.03,31.0,135.0,0.9904,3.14,0.38,12.2,7,Sonoma-Cutrer 2013 Chardonnay (Sonoma Coast)
white,6.5,0.18,0.33,8.0,0.051,16.0,131.0,0.9965,3.28,0.44,8.7,7,Magnum Vinhos 2014 Maria Mora Branco White (Alentejano)
white,6.7,0.15,0.29,5.0,0.058,28.0,105.0,0.9946,3.52,0.44,10.2,7,Proximity Twenty Six 2013 Red (Santa Ynez Valley)
white,8.2,0.345,1.0,18.2,0.047,55.0,205.0,0.99965,2.96,0.43,9.6,5,Rancho Sisquoc 2012 Flood Family Vineyards Cabernet Sauvignon (Santa Barbara County)
white,8.5,0.16,0.35,1.6,0.039,24.0,147.0,0.9935,2.96,0.36,10.0,5,Château Darzac 2012  Bordeaux Supérieur
white,6.8,0.705,0.25,3.2,0.048,10.0,57.0,0.996,3.36,0.52,9.5,4,Martin Ranch 2009 Thérèse Vineyards Dos Niñas Vineyards Sangiovese (Santa Clara Valley)
white,7.3,0.25,0.39,6.4,0.034,8.0,84.0,0.9942,3.18,0.46,11.5,5,Ma(i)sonry 2011 Hudson Vineyard Sauvignon Blanc (Napa Valley)
white,7.6,0.345,0.26,1.9,0.043,15.0,134.0,0.9936,3.08,0.38,9.5,5,Angel Camp 2012 Pinot Noir (Anderson Valley)
white,7.6,0.22,0.34,9.7,0.035,26.0,143.0,0.9965,3.08,0.49,9.8,6,Kunza 2012 Reserve Carmenère (Maule Valley)
white,6.5,0.17,0.33,1.4,0.028,14.0,99.0,0.9928,3.23,0.55,10.1,6,Simi 2013 Sauvignon Blanc (Sonoma County)
white,8.2,0.23,0.37,1.3,0.042,39.0,117.0,0.9928,2.99,0.36,10.0,5,Val d'Orbieu 2001 Reserve St. Martin Syrah (Languedoc)
white,7.6,0.22,0.34,9.7,0.035,26.0,143.0,0.9965,3.08,0.49,9.8,6,Castiglion del Bosco 2008 Millecento  (Brunello di Montalcino)
white,7.6,0.345,0.26,1.9,0.043,15.0,134.0,0.9936,3.08,0.38,9.5,5,Domaine Jacourette 2016 L'Ange et Luce Rosé (Côtes de Provence)
white,7.5,0.32,0.26,1.8,0.042,13.0,133.0,0.9938,3.07,0.38,9.5,5,Cantina Santadi 2011 Noras  (Carignano del Sulcis)
white,6.6,0.23,0.32,0.9,0.041,25.0,79.0,0.9926,3.39,0.54,10.2,7,Fontanafredda 2007 Serralunga d'Alba  (Barolo)
white,6.6,0.2,0.32,1.1,0.039,25.0,78.0,0.9926,3.39,0.54,10.2,7,Boundary Breaks 2013 No. 90 Late Harvest Riesling (Finger Lakes)
white,7.3,0.24,0.34,15.4,0.05,38.0,174.0,0.9983,3.03,0.42,9.0,6,Finca La Estacada 2011 Secua Cabernet Sauvignon-Syrah (Vino de la Tierra de Castilla)
white,7.3,0.24,0.34,15.4,0.05,38.0,174.0,0.9983,3.03,0.42,9.0,6,D.R. Stephens 2012 Moose Valley Vineyard Cabernet Sauvignon (St. Helena)
white,8.0,0.42,0.36,5.0,0.037,34.0,101.0,0.992,3.13,0.57,12.3,7,Walt 2011 Sierra Mar Vineyard Pinot Noir (Santa Lucia Highlands)
white,7.3,0.24,0.34,15.4,0.05,38.0,174.0,0.9983,3.03,0.42,9.0,6,Hindsight 2012 Estate Grown Petite Sirah (Calistoga)
white,6.1,0.19,0.25,4.0,0.023,23.0,112.0,0.9923,3.37,0.51,11.6,6,Charles B. Mitchell 2012 Hawk Creek Zinfandel (Fair Play)
white,5.9,0.26,0.21,12.5,0.034,36.0,152.0,0.9972,3.28,0.43,9.5,6,Dunham 2014 Lewis Estate Vineyard Riesling (Columbia Valley (WA))
white,8.3,0.23,0.43,3.2,0.035,14.0,101.0,0.9928,3.15,0.36,11.5,5,De Loach 2008 Thornton Vineyard Pinot Noir (Sonoma Coast)
white,6.5,0.34,0.28,1.8,0.041,43.0,188.0,0.9928,3.13,0.37,9.6,6,Cà dei Frati 2012 I Frati  (Lugana)
white,6.8,0.22,0.35,17.5,0.039,38.0,153.0,0.9994,3.24,0.42,9.0,6,Peter Franus 2013 Zinfandel (Napa Valley)
white,6.5,0.08,0.33,1.9,0.028,23.0,93.0,0.991,3.34,0.7,12.0,7,Omero 2014 Ribbon Ridge Pinot Noir (Ribbon Ridge)
white,5.5,0.42,0.09,1.6,0.019,18.0,68.0,0.9906,3.33,0.51,11.4,7,Domaine Pommier 2007  Petit Chablis
white,5.1,0.42,0.01,1.5,0.017,25.0,102.0,0.9894,3.38,0.36,12.3,7,Avenue 2007 Torrontés (Mendoza)
white,6.0,0.27,0.19,1.7,0.02,24.0,110.0,0.9898,3.32,0.47,12.6,7,Alamos 2008 Chardonnay (Mendoza)
white,6.8,0.22,0.35,17.5,0.039,38.0,153.0,0.9994,,0.42,9.0,6,Vigneti Villabella 2000 Fracastoro  (Amarone della Valpolicella Classico)
white,6.5,0.08,0.33,1.9,0.028,23.0,93.0,0.991,3.34,0.7,12.0,7,Santa Ema 2013 Amplus Sauvignon Blanc (Leyda Valley)
white,7.1,0.13,0.38,1.8,0.046,14.0,114.0,0.9925,3.32,0.9,11.7,6,Regusci 2012 Estate Bottled Cabernet Sauvignon (Stags Leap District)
white,7.6,0.3,0.25,4.3,0.054,22.0,111.0,0.9956,3.12,0.49,9.2,5,Schild Estate 2013 Ben Schild Reserve Single Vineyard Shiraz (Barossa Valley)
white,6.6,0.13,0.3,4.9,0.058,47.0,131.0,0.9946,3.51,0.45,10.3,6,Carpineto 2009 Poggio Sant'Ercolano  (Vino Nobile di Montepulciano)
white,6.5,0.14,0.33,7.6,0.05,53.0,189.0,0.9966,3.25,0.49,8.6,5,García Figuero 2009 Figuero Noble  (Ribera del Duero)
white,7.7,0.28,0.33,6.7,0.037,32.0,155.0,0.9951,3.39,0.62,10.7,7,Dr. Heidemanns-Bergweiler 2012 Graacher Himmelreich Kabinett Riesling (Mosel)
white,6.0,0.2,0.71,1.6,0.15,10.0,54.0,0.9927,3.12,0.47,9.8,5,Le Cadeau 2012 Équinoxe Pinot Noir (Willamette Valley)
white,6.0,0.19,0.71,1.5,0.152,9.0,55.0,0.9927,3.12,0.46,9.8,6,Joseph Jewell 2013 Grist Vineyard Zinfandel (Dry Creek Valley)
white,7.7,0.28,0.33,6.7,0.037,32.0,155.0,0.9951,3.39,0.62,10.7,7,Buttonwood Farm 2008 Syrah (Santa Ynez Valley)
white,5.1,0.39,0.21,1.7,0.027,15.0,72.0,0.9894,3.5,0.45,12.5,6,Paradise Ridge 1999 Ladi's Vineyard Syrah (Sonoma County)
white,5.7,0.36,0.34,4.2,0.026,21.0,77.0,0.9907,3.41,0.45,11.9,6,Marimar Estate 2013 Don Miguel Vineyard Earthquake Block Pinot Noir (Russian River Valley)
white,6.9,0.19,0.33,1.6,0.043,63.0,149.0,0.9925,3.44,0.52,10.8,5,MacRostie 2014 Dutton Ranch Chardonnay (Russian River Valley)
white,6.0,0.41,0.21,1.9,0.05,29.0,122.0,0.9928,3.42,0.52,10.5,6,C. da Silva 2011 Dalva Reserva Branco White (Douro)
white,7.4,0.28,0.3,5.3,0.054,44.0,161.0,0.9941,3.12,0.48,10.3,6,Henri Schoenheitz 2008 Herrenreben Riesling (Alsace)
white,7.4,0.3,0.3,5.2,0.053,45.0,163.0,0.9941,3.12,0.45,10.3,6,Jean Perrier et Fils 2015 Abymes Cuvée Gastronomie Jacquère (Savoie)
white,6.9,0.19,0.33,1.6,0.043,63.0,149.0,0.9925,3.44,0.52,10.8,5,Cherry Hill 2006 Papillon Estate Pinot Noir (Willamette Valley)
white,7.7,0.28,0.39,8.9,0.036,8.0,117.0,0.9935,3.06,0.38,12.0,7,Principi di Spadafora 2004 Sole dei Padri Syrah (Sicilia)
white,8.6,0.16,0.38,3.4,0.04,41.0,143.0,0.9932,2.95,0.39,10.2,6,Fazeli Cellars 2014 Sauvignon Blanc (Temecula Valley)
white,8.2,0.26,0.44,1.3,0.046,7.0,69.0,0.9944,3.14,0.62,10.2,4,Hopper Creek 2006 Los Chamizal Chardonnay (Sonoma Valley)
white,6.5,0.25,0.27,15.2,0.049,75.0,217.0,0.9972,3.19,0.39,9.9,5,Chateau St. Jean 2013 Belle Terre Vineyard Chardonnay (Alexander Valley)
white,7.0,0.24,0.18,1.3,0.046,9.0,62.0,0.994,3.38,0.47,10.1,4,Vignerons des Pierres Dorées 2015 Château de Chanzé  (Beaujolais)
white,8.6,0.18,0.36,1.8,0.04,24.0,187.0,0.9956,3.25,0.55,9.5,6,Colli di Lapio 2012  Fiano di Avellino
white,7.8,0.27,0.34,1.6,0.046,27.0,154.0,0.9927,3.05,0.45,10.5,6,Muga 2016 Flor de Muga Rosé (Rioja)
white,6.0,0.26,0.34,1.3,0.046,6.0,29.0,0.9924,3.29,0.63,10.4,5,Loft 2013 Merlot (Monterey)
white,6.1,0.24,0.27,9.8,0.062,33.0,152.0,0.9966,3.31,0.47,9.5,6,Vignerons de Mancey 2013 Cuvée Agnès de Couëdic  (Mercurey)
white,8.0,0.24,0.3,17.45,0.056,43.0,184.0,0.9997,3.05,0.5,9.2,6,Kollwentz 2009 Föllikberg Zweigelt (Burgenland)
white,7.6,0.21,0.6,2.1,0.046,47.0,165.0,0.9936,3.05,0.54,10.1,7,Grafen Neipperg 2014 Trocken Lemberger (Württemberg)
white,8.0,0.19,0.36,1.8,0.05,16.0,84.0,0.9936,3.15,0.45,9.8,7,Potek 2013 Rancho La Vina Pinot Noir (Sta. Rita Hills)
white,6.4,0.28,0.41,6.8,0.045,61.0,216.0,0.9952,3.09,0.46,9.4,5,Príncipe de Viana 2012 Roble Tempranillo (Navarra)
white,6.4,0.28,0.43,7.1,0.045,60.0,221.0,0.9952,3.09,0.45,9.4,6,Château l'Escart 2012 Cuvée Puits du Roy  (Cadillac Côtes de Bordeaux)
white,6.9,0.24,0.39,1.3,0.063,18.0,136.0,0.9928,3.31,0.48,10.4,7,Ayoub 2014 Overlook Vineyard Pinot Noir (Dundee Hills)
white,5.8,0.36,0.26,3.3,0.038,40.0,153.0,0.9911,3.34,0.55,11.3,6,Margerum 2016 Riviera Rosé (Santa Barbara County)
white,6.6,0.18,0.28,3.3,0.044,18.0,91.0,0.993,3.42,0.64,10.8,6,Aperture 2016 Sauvignon Blanc (Sonoma County)
white,5.8,0.36,0.26,3.3,0.038,40.0,153.0,0.9911,3.34,0.55,11.3,6,Thornton 2000 Viognier (South Coast)
white,5.1,0.52,0.06,2.7,0.052,30.0,79.0,0.9932,3.32,0.43,9.3,5,Redhawk 2009 Pinot Noir (Willamette Valley)
white,6.6,0.22,0.37,1.2,0.059,45.0,199.0,0.993,3.37,0.55,10.3,7,Iris Vineyards 2014 Aroha Vineyard Chardonnay (Umpqua Valley)
white,8.3,0.15,0.39,1.3,0.055,32.0,146.0,0.993,3.08,0.39,10.5,6,Bodega Elena de Mendoza 2010 Chardonnay (Mendoza)
white,7.6,0.16,0.44,1.4,0.043,25.0,109.0,0.9932,3.11,0.75,10.3,6,Noble Vines 2014 242 Sauvignon Blanc (San Bernabe)
white,7.7,0.16,0.41,1.7,0.048,60.0,173.0,0.9932,3.24,0.66,11.2,7,Failla 2013 Chardonnay (Sonoma Coast)
white,8.3,0.16,0.48,1.7,0.057,31.0,98.0,0.9943,3.15,0.41,10.3,6,Château Cos d'Estournel 2011 Barrel Sample  (Bordeaux Blanc)
white,6.2,0.25,0.47,11.6,0.048,62.0,210.0,0.9968,3.19,0.5,9.5,5,Barlow 2006 Unfiltered Cabernet Sauvignon (Napa Valley)
white,6.1,0.16,0.27,12.6,0.064,63.0,162.0,0.9994,3.66,0.43,8.9,5,Eight Bells 2011 Red Willow Vineyard Merlot (Yakima Valley)
white,7.6,0.39,0.22,2.8,0.036,19.0,113.0,0.9926,3.03,0.29,10.2,5,Château Bourgneuf 2010  Pomerol
white,6.8,0.37,0.47,11.2,0.071,44.0,136.0,0.9968,2.98,0.88,9.2,5,Fidelitas 2014 Optu Red (Red Mountain)
white,7.6,0.16,0.44,1.4,0.043,25.0,109.0,0.9932,3.11,0.75,10.3,6,Paoletti 2010 Orchard Cuvée Cabernet Sauvignon-Cabernet Franc (Oak Knoll District)
white,7.1,0.18,0.42,1.4,0.045,47.0,157.0,0.9916,2.95,0.31,10.5,6,Hollick 1998 Wilgha Shiraz (Coonawarra)
white,8.3,0.14,0.26,1.5,0.049,56.0,189.0,0.9946,3.21,0.62,9.5,6,Sineann 2009 Resonance Vineyard Pinot Noir
white,8.6,0.2,0.42,1.5,0.041,35.0,125.0,0.9925,3.11,0.49,11.4,7,Terrassous 1992 Vin Doux Naturel White (Rivesaltes)
white,8.6,0.2,0.42,1.5,0.041,35.0,125.0,0.9925,3.11,0.49,11.4,7,Grgich Hills 2008 Yountville Selection Cabernet Sauvignon (Napa Valley)
